CLASS,Molecular Weight,Aromaticity,Isoelectric Point,Gravy,Helix,Turn,Sheet,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
nonDRNA,63778.9218,0.116814159,5.962262535,-0.503893805,0.29380531,0.272566372,0.228318584,6.9,1.42,6.37,5.84,4.42,7.96,3.01,5.13,5.13,7.79,2.3,6.02,6.02,2.3,5.31,7.26,4.78,4.78,2.3,4.96
nonDRNA,56256.3912,0.063218391,8.743669701,-0.048659004,0.285440613,0.239463602,0.27394636,10.15,1.92,4.02,5.75,3.07,8.81,3.07,5.56,6.51,8.24,3.26,3.26,5.36,2.11,4.6,6.51,6.13,8.43,0.77,2.49
nonDRNA,47240.7295,0.089834515,9.385130119,-0.289598109,0.290780142,0.226950355,0.276595745,10.17,1.18,4.73,5.44,3.78,7.09,2.13,5.67,6.62,8.75,3.31,4.02,4.02,3.78,6.62,7.57,4.26,5.67,1.65,3.55
nonDRNA,41923.6783,0.052896725,8.320950508,-0.008816121,0.28211586899999996,0.24433249399999998,0.272040302,11.34,2.02,4.79,5.04,2.77,10.33,2.02,5.54,6.55,8.56,2.27,3.02,4.03,4.28,4.03,7.05,5.04,8.82,0.5,2.02
nonDRNA,30578.0627,0.18613138699999998,6.425784492000001,0.472992701,0.434306569,0.281021898,0.233576642,7.3,1.09,3.28,2.55,9.49,12.77,2.92,6.57,1.82,11.68,1.82,3.28,5.47,1.82,3.28,6.57,2.55,6.57,5.47,3.65
nonDRNA,67905.0516,0.082539683,6.242421912999999,-0.029047619,0.30634920600000004,0.241269841,0.250793651,9.68,1.27,6.35,3.81,3.49,10.32,1.59,5.24,5.08,8.57,3.02,3.81,5.24,3.02,4.44,4.76,6.98,8.57,1.43,3.33
nonDRNA,43576.567,0.078282828,9.399828911,-0.129292929,0.310606061,0.224747475,0.328282828,12.63,1.52,5.05,5.3,3.03,8.84,3.03,1.01,2.02,13.64,1.26,2.78,6.82,1.77,10.61,4.04,3.28,8.59,2.27,2.53
nonDRNA,53325.6439,0.07216494799999999,5.640781212,-0.168659794,0.29484536100000003,0.202061856,0.274226804,8.45,1.86,6.19,7.01,3.09,8.25,2.47,6.19,7.63,8.66,3.3,3.09,3.92,3.09,3.3,4.95,7.01,7.42,1.44,2.68
nonDRNA,64211.2812,0.12676056300000002,5.842275429,-0.533626761,0.29577464800000003,0.267605634,0.20246478899999998,5.63,1.41,7.57,5.11,4.75,8.63,2.82,5.28,6.34,7.22,2.29,4.93,5.46,2.11,4.4,7.75,5.99,4.4,2.64,5.28
nonDRNA,48120.7343,0.086363636,4.95030117,-0.275,0.302272727,0.24090909100000002,0.270454545,8.64,1.59,7.73,7.27,3.86,9.77,1.36,4.32,6.59,10.0,1.14,2.95,4.09,2.95,4.55,7.27,3.86,7.27,2.27,2.5
nonDRNA,35092.1403,0.067901235,5.855348396,0.035802469,0.317901235,0.194444444,0.330246914,12.35,0.0,6.17,6.17,2.78,8.02,2.16,2.78,4.63,11.11,3.4,0.93,6.48,2.78,6.17,4.01,4.94,11.11,0.31,3.7
nonDRNA,14714.4918,0.091603053,5.74491024,-0.40610687,0.267175573,0.13740458,0.282442748,11.45,1.53,9.16,6.11,5.34,6.11,5.34,3.05,9.16,6.87,3.82,3.82,1.53,3.82,2.29,2.29,6.87,7.63,1.53,2.29
nonDRNA,30354.017,0.06741573,5.032376671000001,-0.605243446,0.269662921,0.22846441899999997,0.213483146,4.49,3.37,8.61,5.99,1.87,2.62,1.87,7.49,7.49,8.61,2.25,5.24,7.12,5.99,3.37,7.87,6.74,4.12,0.75,4.12
nonDRNA,63306.8288,0.091872792,6.2557790760000005,-0.327031802,0.310954064,0.275618375,0.199646643,4.42,3.0,5.12,5.83,3.0,8.66,2.3,8.13,5.12,8.13,1.59,8.13,3.0,2.3,4.95,7.77,6.71,5.65,2.12,4.06
nonDRNA,42798.5652,0.046875,5.590762901000001,-0.28359375,0.2734375,0.1875,0.3515625,11.72,1.04,6.77,9.11,2.6,6.25,3.65,4.69,1.82,11.2,3.12,0.78,8.07,2.6,10.68,3.65,3.39,6.77,0.78,1.3
nonDRNA,9790.1697,0.079545455,6.258564186,-0.448863636,0.284090909,0.159090909,0.352272727,13.64,1.14,9.09,7.95,1.14,7.95,0.0,6.82,13.64,11.36,2.27,2.27,2.27,2.27,3.41,3.41,2.27,2.27,2.27,4.55
nonDRNA,51034.5308,0.063265306,5.09711628,0.144693878,0.289795918,0.210204082,0.334693878,15.92,1.22,6.53,4.49,2.65,11.22,1.22,3.47,3.67,11.22,1.84,3.06,3.47,2.24,4.9,3.27,7.96,7.96,1.43,2.24
nonDRNA,29827.5501,0.08745247099999999,7.72495327,-0.349809886,0.311787072,0.231939163,0.254752852,4.94,1.9,2.28,8.37,3.42,7.6,3.8,3.8,2.66,10.27,1.9,3.42,4.56,4.56,8.37,7.6,6.84,8.37,1.14,4.18
nonDRNA,16503.4075,0.116883117,7.8995206829999995,-0.108441558,0.324675325,0.350649351,0.149350649,6.49,0.0,4.55,2.6,5.19,12.34,0.65,10.39,5.19,4.55,1.3,7.79,6.49,1.95,2.6,8.44,7.14,5.84,1.3,5.19
nonDRNA,15480.4262,0.164179104,4.912048531,-0.325373134,0.328358209,0.21641791,0.201492537,5.22,5.97,8.21,5.22,5.97,7.46,1.49,2.24,5.97,7.46,2.24,2.24,5.97,3.73,3.73,5.97,3.73,6.72,4.48,5.97
nonDRNA,50151.3997,0.088105727,8.586366844,-0.442731278,0.259911894,0.25770925100000003,0.251101322,7.71,3.08,4.63,6.83,4.41,11.45,3.08,2.64,4.85,8.59,1.98,1.76,5.73,3.96,7.93,6.83,4.19,5.95,2.42,1.98
nonDRNA,121680.1512,0.09031044199999999,9.460171317999999,-0.386735654,0.32267168399999996,0.20037629399999998,0.26340545600000004,6.96,1.41,4.14,7.24,4.42,5.46,2.35,4.8,6.21,11.19,0.94,4.05,4.23,4.7,8.47,6.3,5.27,7.24,1.32,3.29
nonDRNA,16829.047,0.081632653,5.233984566,-0.297278912,0.31292517,0.14285714300000002,0.353741497,10.2,2.72,4.08,12.24,3.4,6.12,4.08,7.48,5.44,11.56,1.36,2.72,3.4,5.44,5.44,2.04,3.4,4.08,2.04,2.72
nonDRNA,171589.1277,0.101241019,6.710036278,0.148922273,0.370346179,0.21423905899999998,0.27041149600000003,7.18,1.63,4.44,5.49,4.96,5.68,1.63,6.6,5.16,11.82,2.55,3.59,3.79,3.92,4.51,8.36,5.03,8.49,1.96,3.2
nonDRNA,35744.0812,0.078369906,4.924837303,-0.321943574,0.307210031,0.172413793,0.313479624,8.46,0.31,8.46,8.46,3.76,7.21,0.94,5.96,6.58,11.91,2.51,2.82,1.25,3.13,6.27,5.96,6.9,5.02,0.31,3.76
nonDRNA,37358.9542,0.064705882,8.883501625,-0.065294118,0.311764706,0.2,0.317647059,10.88,1.18,4.71,7.06,4.41,6.47,1.47,5.88,7.94,11.76,2.06,2.65,4.41,4.71,5.29,6.47,3.53,7.06,0.59,1.47
nonDRNA,17687.6819,0.066666667,5.183341026,-0.205454545,0.27878787899999996,0.296969697,0.26666666699999997,7.27,1.21,4.24,9.09,3.03,8.48,3.64,4.85,6.67,8.48,1.82,3.03,5.45,0.61,1.82,12.73,6.06,7.88,1.82,1.82
nonDRNA,117491.428,0.08815165900000001,6.14477253,-0.293459716,0.283412322,0.244549763,0.227488152,6.92,2.84,5.31,5.88,3.79,7.39,1.52,6.16,4.64,6.54,3.41,4.64,4.83,4.45,5.78,7.58,6.45,6.82,1.33,3.7
nonDRNA,45854.3414,0.08188585599999999,6.365080452000001,-0.19057072,0.325062035,0.17866005,0.305210918,8.93,0.74,6.7,5.71,4.71,4.47,3.23,4.47,4.22,12.9,2.98,2.73,5.96,5.71,7.2,4.71,4.22,6.95,1.24,2.23
nonDRNA,37739.3738,0.048648649,5.987499046,0.195675676,0.262162162,0.24594594600000003,0.335135135,19.19,0.54,5.95,3.51,2.97,11.35,1.89,3.24,1.08,8.65,2.16,2.43,5.14,2.43,7.3,5.68,5.14,9.46,1.62,0.27
nonDRNA,44852.4595,0.057553957,6.361954308,-0.094004796,0.292565947,0.247002398,0.270983213,8.63,1.68,6.24,6.47,3.84,9.59,1.44,6.95,10.55,8.63,3.36,5.04,4.08,2.4,1.68,6.0,3.6,7.91,0.96,0.96
nonDRNA,44026.8197,0.075376884,5.920713234,-0.207788945,0.293969849,0.208542714,0.319095477,11.56,0.75,6.03,6.78,3.52,8.04,2.76,6.28,4.77,11.06,2.51,3.27,4.77,3.77,6.28,4.77,4.52,4.52,2.26,1.76
nonDRNA,17142.2643,0.037735849,5.646862984,-0.271069182,0.245283019,0.213836478,0.32075471699999997,12.58,1.89,5.66,7.55,2.52,6.29,3.77,5.03,8.18,8.81,3.14,5.66,2.52,5.03,1.89,6.92,4.4,6.92,0.63,0.63
nonDRNA,58293.589,0.100970874,9.181345558,-0.160582524,0.332038835,0.236893204,0.246601942,6.02,1.36,4.47,5.05,6.41,5.63,2.52,5.05,5.05,11.65,1.94,3.5,6.8,4.66,6.41,7.77,5.63,6.41,1.75,1.94
nonDRNA,23602.3444,0.129353234,5.033683968,-0.582587065,0.31840796,0.18407960199999998,0.278606965,4.98,2.49,4.98,10.45,5.47,3.98,1.49,3.48,6.47,10.95,1.49,4.98,3.98,4.98,4.98,5.47,7.46,4.48,1.99,5.47
nonDRNA,3424.0986,0.09677419400000001,5.822836494,1.148387097,0.48387096799999996,0.064516129,0.45161290299999995,16.13,0.0,3.23,3.23,3.23,0.0,0.0,3.23,3.23,22.58,3.23,0.0,3.23,3.23,3.23,3.23,9.68,12.9,0.0,6.45
nonDRNA,33423.904,0.148788927,9.527927588999999,-0.61349481,0.3183391,0.21453287199999999,0.21453287199999999,8.65,1.38,5.54,4.15,2.77,6.92,1.04,4.84,12.11,6.23,2.42,6.57,3.11,2.08,4.15,4.84,5.19,5.88,3.81,8.3
nonDRNA,53499.5347,0.10660980800000001,5.846026802000001,-0.592963753,0.300639659,0.240938166,0.219616205,5.54,0.64,6.61,6.82,6.4,7.25,2.35,5.76,6.61,8.32,1.28,6.4,5.33,6.18,5.12,5.12,4.69,5.33,1.49,2.77
nonDRNA,58138.3002,0.050092764000000005,5.461056328,-0.078849722,0.298701299,0.217068646,0.32838590000000006,12.62,0.0,4.45,8.16,2.6,8.35,2.23,6.31,2.6,10.39,1.67,3.53,4.08,4.27,7.42,5.75,5.01,8.16,0.0,2.41
nonDRNA,44368.0739,0.05955335,4.727037621,-0.137717122,0.29280397,0.208436725,0.33746898299999994,10.17,0.5,9.18,6.45,3.23,6.7,2.23,3.23,1.74,13.4,3.72,1.49,7.2,2.23,7.94,5.46,5.71,6.7,1.24,1.49
nonDRNA,32815.5974,0.062913907,8.800917625,0.035430464,0.311258278,0.215231788,0.32781457,12.25,1.66,4.3,5.63,2.98,7.95,0.99,4.3,3.97,12.58,2.32,2.98,4.64,4.97,7.28,5.96,3.97,7.95,1.32,1.99
nonDRNA,26618.2388,0.10041841,6.089411354,-0.019665272,0.326359833,0.230125523,0.31799163199999997,10.04,1.67,2.93,7.95,4.6,7.11,2.51,4.6,4.18,10.88,2.93,3.77,3.77,2.93,5.44,8.37,3.77,7.11,2.51,2.93
nonDRNA,48944.2939,0.058426966,6.471255684,-0.222921348,0.285393258,0.22022471899999999,0.276404494,10.34,2.02,4.49,6.74,2.7,7.64,3.6,6.97,3.37,8.76,1.8,4.27,5.84,4.94,6.97,4.27,5.17,6.97,0.67,2.47
nonDRNA,18444.2195,0.084337349,6.917555427999999,-0.019277108,0.301204819,0.162650602,0.36144578299999996,14.46,0.6,4.82,7.83,5.42,2.41,2.41,3.01,9.64,9.64,4.22,3.01,3.61,2.41,3.01,7.23,4.22,9.04,1.81,1.2
nonDRNA,17328.3758,0.098039216,6.371730614,-0.481699346,0.294117647,0.241830065,0.294117647,9.15,1.31,4.58,7.84,3.92,7.84,4.58,1.31,0.65,11.11,1.31,2.61,9.8,3.27,10.46,3.92,3.27,7.19,1.31,4.58
nonDRNA,24599.9173,0.087155963,5.837444115,-0.037155963,0.35321100899999996,0.160550459,0.30733945,8.72,0.92,4.59,7.8,4.59,5.96,4.13,5.5,4.59,12.84,1.38,3.67,2.75,4.59,5.05,3.67,6.88,8.26,1.38,2.75
nonDRNA,33237.5712,0.06484641599999999,8.20161953,-0.611945392,0.26962457300000003,0.18771331100000002,0.296928328,9.9,1.37,5.8,8.19,1.02,3.75,2.05,5.12,7.51,9.9,1.71,2.73,7.17,5.12,7.17,5.12,5.46,5.46,1.02,4.44
nonDRNA,40877.7427,0.1,9.334006691,-0.050263158,0.318421053,0.3,0.23157894699999998,10.53,0.0,3.68,3.42,5.0,8.16,0.79,5.53,4.21,8.42,0.79,7.63,5.79,2.37,4.47,8.42,7.89,7.89,1.84,3.16
nonDRNA,44754.1896,0.038004751,4.653203773,0.000950119,0.289786223,0.211401425,0.31591448899999997,12.11,0.95,6.65,8.31,1.9,8.08,0.71,5.23,3.8,8.55,2.61,3.8,2.85,2.61,5.94,6.41,6.18,11.4,0.24,1.66
nonDRNA,43318.4821,0.054320988,5.70779438,0.140246914,0.30617284,0.182716049,0.320987654,13.83,0.25,4.69,6.91,2.47,8.89,2.72,7.41,3.95,8.15,3.21,0.99,4.69,4.2,5.43,3.7,5.93,9.63,0.25,2.72
nonDRNA,112205.7506,0.05995935,5.685399818,-0.51554878,0.308943089,0.17073170699999998,0.35365853700000005,8.43,0.41,5.18,14.02,1.63,6.91,0.81,5.08,6.3,11.89,1.02,1.32,3.66,1.32,11.48,5.18,3.05,7.93,0.81,3.56
nonDRNA,50317.6366,0.06345733,5.108427238,-0.189059081,0.29540481399999996,0.17724288800000002,0.334792123,11.82,1.53,7.22,6.56,3.06,7.0,1.97,3.06,4.6,12.91,2.19,2.41,2.84,7.22,5.69,5.47,3.94,7.22,1.53,1.75
nonDRNA,9088.0351,0.061728395,4.050028418999999,-0.534567901,0.222222222,0.185185185,0.24691358,7.41,11.11,12.35,11.11,1.23,3.7,1.23,6.17,2.47,4.94,1.23,3.7,9.88,2.47,4.94,1.23,4.94,4.94,0.0,4.94
nonDRNA,56878.0043,0.104208417,5.884336281,-0.514228457,0.29258517,0.20641282600000002,0.268537074,7.21,2.0,6.21,8.02,4.41,6.61,2.61,4.81,7.82,8.62,3.01,4.61,4.41,4.21,4.61,5.01,4.41,5.41,0.6,5.41
nonDRNA,13231.893,0.063492063,4.984745598,-0.077777778,0.198412698,0.206349206,0.30952381,16.67,5.56,7.14,3.97,2.38,7.14,0.79,2.38,3.97,5.56,4.76,0.79,4.76,3.97,4.76,7.94,7.94,5.56,0.0,3.97
nonDRNA,30173.6378,0.072727273,5.744569206,-0.188727273,0.316363636,0.218181818,0.272727273,9.45,0.36,7.64,5.09,2.91,10.18,4.0,3.27,0.36,11.64,1.09,2.55,5.45,2.91,9.45,3.64,6.18,9.45,1.09,3.27
nonDRNA,32238.4062,0.071428571,5.574563789,-0.271088435,0.265306122,0.217687075,0.23809523800000001,8.84,5.78,6.46,7.14,2.38,8.5,3.74,6.46,6.8,5.78,2.04,3.74,5.1,3.06,3.4,4.42,4.42,7.14,1.36,3.4
nonDRNA,57981.7259,0.136,5.153045845,-0.5134,0.298,0.2,0.278,8.8,0.8,6.8,7.8,4.8,6.6,3.0,4.8,5.0,7.0,4.2,3.4,4.6,4.2,5.2,5.4,4.4,4.4,4.4,4.4
nonDRNA,36448.1471,0.07523511,5.712966728,-0.402194357,0.307210031,0.257053292,0.269592476,4.08,1.25,5.96,8.78,4.7,2.51,2.51,4.7,5.96,11.29,2.82,4.08,6.58,2.82,6.58,12.54,2.82,7.21,0.63,2.19
nonDRNA,51942.3348,0.11555555599999999,5.612077522000001,-0.502666667,0.308888889,0.217777778,0.23555555600000003,4.89,3.11,6.89,8.67,5.78,6.89,2.44,6.0,8.22,6.67,3.33,7.78,1.78,2.0,4.89,5.33,2.89,6.67,0.67,5.11
nonDRNA,11036.116,0.07216494799999999,4.613984871,-0.765979381,0.237113402,0.206185567,0.309278351,9.28,0.0,4.12,10.31,5.15,5.15,0.0,6.19,5.15,8.25,3.09,4.12,2.06,17.53,4.12,9.28,2.06,2.06,1.03,1.03
nonDRNA,58918.6758,0.056838365999999994,5.366589928,0.253641208,0.303730018,0.21847246899999997,0.323268206,15.45,0.89,6.39,3.73,2.84,10.12,3.55,5.68,1.95,10.83,2.31,2.13,4.8,3.73,4.62,4.8,5.15,8.17,1.24,1.6
nonDRNA,15942.4964,0.025974026,6.023137093,-0.455194805,0.214285714,0.305194805,0.194805195,6.49,1.95,5.19,6.49,1.95,16.88,6.49,5.19,5.84,4.55,1.95,3.9,3.25,5.19,2.6,6.49,5.84,9.09,0.0,0.65
nonDRNA,24751.8237,0.083333333,8.965634346,-0.642592593,0.305555556,0.194444444,0.240740741,7.41,0.93,7.87,6.48,3.24,4.17,0.93,7.87,12.5,9.26,0.93,9.26,0.46,3.7,4.17,5.56,5.09,5.09,0.93,4.17
nonDRNA,38337.6159,0.126843658,4.8891424180000005,-0.338938053,0.292035398,0.22418879100000003,0.265486726,9.73,1.18,7.37,7.08,7.08,6.49,2.36,4.13,3.24,6.49,3.24,4.42,5.9,2.06,6.19,5.6,5.9,5.9,2.36,3.24
nonDRNA,31496.5183,0.174377224,7.110751152000001,0.588967972,0.43772242,0.24911032,0.256227758,7.47,1.78,2.14,3.2,8.9,11.03,3.2,7.12,1.78,12.81,2.14,2.49,5.34,1.42,3.56,6.05,4.63,6.41,5.34,3.2
nonDRNA,21525.4656,0.067961165,8.85300808,0.041747573,0.266990291,0.276699029,0.296116505,14.08,2.43,3.88,3.88,2.43,11.17,1.94,3.4,4.85,9.22,2.43,3.4,5.83,1.46,4.85,7.28,5.83,7.28,2.43,1.94
nonDRNA,53547.2181,0.113247863,5.423031044,-0.302777778,0.326923077,0.18803418800000002,0.256410256,7.48,1.28,8.12,5.77,4.06,6.2,4.06,6.2,5.13,9.19,3.21,3.63,4.27,3.21,4.7,4.7,5.56,5.98,1.92,5.34
nonDRNA,13634.8482,0.06504065,6.522922325,0.027642276,0.227642276,0.21138211399999998,0.243902439,6.5,11.38,4.07,5.69,3.25,5.69,0.81,2.44,3.25,4.07,8.13,4.07,3.25,4.07,6.5,8.13,5.69,9.76,0.0,3.25
nonDRNA,14584.7174,0.11199999999999999,9.414656639,-0.5936,0.312,0.192,0.248,8.0,1.6,4.8,6.4,3.2,4.8,0.8,7.2,9.6,7.2,3.2,8.0,5.6,3.2,7.2,0.8,4.8,5.6,0.0,8.0
nonDRNA,47029.8246,0.10978520300000001,5.678067588999999,-0.220763723,0.329355609,0.24582338899999998,0.24105011899999998,6.44,1.19,5.49,6.44,5.25,7.4,2.86,5.73,5.49,9.07,2.15,4.3,4.53,3.82,4.06,8.35,4.53,7.16,1.91,3.82
nonDRNA,42409.0881,0.078125,7.115752982999999,-0.298958333,0.2890625,0.223958333,0.278645833,9.64,1.3,5.47,6.51,2.86,8.59,2.34,5.73,7.03,8.59,3.12,4.69,4.69,3.39,4.95,4.43,4.95,6.77,1.04,3.91
nonDRNA,31515.9508,0.051724137999999996,4.677474022,-0.045172414,0.289655172,0.203448276,0.320689655,9.66,2.41,5.86,10.0,2.07,9.66,0.69,7.59,5.86,7.24,5.17,4.48,2.76,2.41,4.48,3.45,4.14,8.97,0.0,3.1
nonDRNA,16831.041,0.094594595,5.869501305,-0.397297297,0.297297297,0.243243243,0.209459459,6.08,2.03,8.78,3.38,4.73,4.05,2.03,5.41,4.73,8.78,2.7,4.73,10.14,4.05,6.08,5.41,6.08,6.08,2.03,2.7
nonDRNA,38198.454,0.117302053,4.935352516,-0.309970674,0.290322581,0.24340176,0.23167155399999997,8.5,1.47,7.33,6.74,6.74,8.21,2.05,4.69,2.64,4.69,3.23,4.4,5.87,2.05,7.04,5.87,5.57,7.92,2.35,2.64
nonDRNA,31848.3672,0.071428571,6.125049400000001,-0.769727891,0.207482993,0.380952381,0.18707483,5.78,2.72,6.12,5.1,2.38,8.5,1.36,4.76,7.48,5.78,2.04,5.78,13.27,3.74,3.06,10.54,3.74,3.06,2.04,2.72
nonDRNA,38758.7922,0.060693642,6.430047417000001,-0.477745665,0.274566474,0.167630058,0.297687861,9.25,1.45,7.8,7.8,2.31,5.78,2.02,6.36,9.83,10.4,2.31,3.47,2.02,3.47,5.2,5.49,6.65,4.62,0.29,3.47
nonDRNA,38713.7958,0.066473988,6.5685640339999996,-0.419364162,0.280346821,0.173410405,0.294797688,9.54,1.16,7.51,7.51,3.18,5.78,1.45,6.07,9.25,9.83,2.6,3.76,2.31,3.76,5.49,5.49,6.36,5.49,0.29,3.18
nonDRNA,35638.4333,0.06984127,5.1704385760000005,-0.193650794,0.333333333,0.171428571,0.29841269800000003,8.57,0.63,6.35,8.25,2.22,4.76,4.13,6.67,4.76,10.48,2.54,3.17,6.35,5.4,4.44,2.86,4.44,9.21,1.59,3.17
nonDRNA,62590.0803,0.041884817000000005,4.7636987689999994,-0.253054101,0.27574171,0.230366492,0.258289703,6.46,1.05,4.71,9.08,2.44,5.76,2.27,6.11,4.89,7.33,2.97,3.49,5.76,6.63,2.97,8.03,8.38,9.95,0.7,1.05
nonDRNA,35136.1035,0.092063492,8.204262733,-0.191428571,0.326984127,0.228571429,0.26984127,8.25,1.27,5.08,6.35,3.81,6.67,2.22,5.4,8.57,10.79,1.59,3.81,5.71,3.17,3.49,6.67,4.44,7.3,2.86,2.54
nonDRNA,37251.0171,0.104615385,8.434608269,-0.343384615,0.267692308,0.178461538,0.246153846,7.38,10.15,3.38,8.0,6.46,6.77,4.92,3.69,8.92,7.38,1.85,5.23,4.31,3.38,5.23,1.54,2.15,5.23,0.92,3.08
nonDRNA,95158.0837,0.099881094,5.794189643999999,-0.381212842,0.31391201,0.216409037,0.268727705,7.73,0.83,6.06,7.37,4.28,6.42,1.66,5.23,6.9,9.75,2.02,4.76,4.52,3.92,5.11,5.95,5.35,6.42,2.14,3.57
nonDRNA,63915.7521,0.078671329,6.364568901,-0.334965035,0.29895104899999997,0.202797203,0.277972028,9.97,0.52,6.29,6.99,4.02,7.17,3.32,5.42,4.02,9.09,1.75,3.5,5.07,3.67,8.22,4.55,5.07,7.52,0.52,3.32
nonDRNA,30279.8383,0.029605263,5.304976463,0.26875,0.246710526,0.259868421,0.332236842,22.04,1.32,5.59,2.63,1.97,8.55,1.64,2.3,0.33,7.24,1.32,4.93,7.57,2.63,5.92,4.93,5.92,12.17,0.66,0.33
nonDRNA,34328.0706,0.08666666699999999,7.8496221539999995,-0.305666667,0.306666667,0.213333333,0.193333333,4.0,5.33,6.0,5.67,4.33,4.0,2.33,5.33,6.33,8.0,1.67,4.33,5.0,5.0,6.0,8.0,5.67,8.67,2.67,1.67
nonDRNA,17148.531,0.098684211,5.830850792000001,-0.194078947,0.328947368,0.21710526300000002,0.243421053,5.26,1.97,5.26,8.55,5.26,9.87,2.63,6.58,6.58,7.24,3.29,3.29,3.95,3.29,5.26,4.61,3.29,9.21,1.97,2.63
nonDRNA,90833.0903,0.09518072300000001,6.169781685,-0.259879518,0.24939759,0.289156627,0.215662651,6.99,8.07,3.01,5.18,3.98,7.83,2.53,3.25,3.73,7.83,1.57,5.54,6.99,4.94,3.37,8.55,6.75,4.34,2.05,3.49
nonDRNA,18221.2469,0.078787879,5.4419015879999995,-0.357575758,0.254545455,0.193939394,0.284848485,13.33,2.42,7.88,6.06,4.24,8.48,4.24,3.03,1.21,6.67,2.42,3.03,6.06,4.85,8.48,1.82,4.24,7.88,1.82,1.82
nonDRNA,142099.1001,0.062953995,7.093926811,-0.856335755,0.253430186,0.23244552100000002,0.253430186,4.68,1.05,4.6,10.57,2.5,5.81,2.82,4.04,6.05,8.31,1.78,2.99,5.73,6.38,8.96,8.72,4.52,6.7,1.13,2.66
nonDRNA,25692.8953,0.096069869,6.667350197,-0.282532751,0.318777293,0.244541485,0.253275109,7.42,0.44,3.06,6.11,4.8,7.86,5.68,4.37,3.93,10.48,1.31,4.37,6.99,6.11,4.37,5.24,5.24,7.42,2.62,2.18
nonDRNA,63820.939,0.113367174,4.433407402,-0.098307953,0.31641286,0.311336717,0.216582064,9.14,1.35,5.92,4.57,4.74,9.48,0.68,7.78,2.2,6.6,1.35,6.09,9.14,2.88,3.55,6.43,5.58,5.92,1.02,5.58
nonDRNA,492615.9461,0.086603204,6.1258451460000005,-0.326956118,0.32923148399999996,0.20246111,0.277919666,5.76,1.42,5.64,7.55,4.23,4.97,2.09,5.99,7.06,12.54,1.95,4.41,3.69,5.83,5.06,7.17,4.48,5.73,1.74,2.69
nonDRNA,32036.1851,0.093425606,5.922986794,-0.200692042,0.301038062,0.249134948,0.269896194,6.92,1.38,3.46,7.27,5.19,10.73,2.77,3.46,3.11,8.65,4.15,4.84,4.84,4.84,5.88,4.5,5.19,8.65,1.04,3.11
nonDRNA,59723.4995,0.090909091,6.685027122,-0.802321083,0.29206963199999997,0.280464217,0.16827853,1.93,2.51,6.38,7.35,3.87,4.26,3.68,7.93,11.03,6.19,1.35,13.15,4.26,1.74,2.13,6.38,4.64,6.0,0.97,4.26
nonDRNA,30456.1263,0.059649123,6.191494178999999,-0.142807018,0.252631579,0.23157894699999998,0.30877193,14.39,1.4,7.02,5.26,2.81,11.58,5.26,5.61,1.75,8.42,2.81,1.05,4.91,1.4,8.42,5.61,3.86,5.26,1.75,1.4
nonDRNA,37676.6651,0.084084084,4.94694767,-0.143243243,0.33933933899999996,0.195195195,0.267267267,7.51,0.9,6.61,8.71,4.5,5.11,1.8,12.01,6.61,7.81,2.7,6.61,2.7,2.7,4.2,5.11,4.8,5.71,0.0,3.9
nonDRNA,52897.7455,0.08704883199999999,5.1922079089999995,-0.419532909,0.318471338,0.22080679399999997,0.225053079,6.16,0.21,7.43,6.37,2.97,5.52,1.7,4.88,6.58,8.7,1.27,5.52,3.61,4.46,4.25,7.43,7.64,9.55,1.7,4.03
nonDRNA,30658.9285,0.12544802900000002,5.406831932,-0.449462366,0.268817204,0.265232975,0.25448028699999997,12.19,0.36,5.73,5.02,3.23,10.39,1.79,2.51,4.66,5.73,2.51,4.3,7.53,3.23,3.94,4.3,7.17,6.09,5.38,3.94
nonDRNA,31489.2982,0.095744681,5.200222206,-0.146453901,0.329787234,0.244680851,0.262411348,7.8,0.35,6.03,6.74,4.61,8.51,2.48,7.45,2.13,9.22,2.48,4.61,4.61,2.84,7.09,6.74,4.61,6.74,1.77,3.19
nonDRNA,17297.8335,0.098684211,8.518546104,-0.276973684,0.328947368,0.21710526300000002,0.236842105,5.26,1.32,5.26,7.89,5.26,8.55,2.63,6.58,8.55,7.24,3.29,3.29,4.61,2.63,5.92,5.26,2.63,9.21,1.97,2.63
nonDRNA,22198.8122,0.115789474,7.024526405,-0.807894737,0.273684211,0.194736842,0.236842105,4.74,1.05,5.79,9.47,5.79,6.32,3.16,3.16,8.95,6.84,2.63,4.21,4.21,3.16,6.32,4.74,7.89,5.79,2.63,3.16
nonDRNA,113852.2876,0.06906077299999999,8.396636391,0.304972376,0.320441989,0.255985267,0.29465929999999996,11.42,1.29,3.41,3.87,3.41,10.87,1.57,6.54,5.62,10.87,3.31,3.68,4.97,3.13,2.21,6.08,6.54,7.73,0.37,3.13
nonDRNA,42047.3984,0.078378378,6.513600731,-0.586216216,0.27567567600000004,0.21081081100000001,0.243243243,4.86,1.35,8.65,7.03,4.59,7.3,3.51,4.59,9.19,8.65,3.78,4.59,3.24,2.16,5.68,5.95,5.14,6.49,0.54,2.7
