ID,PAAC1_A,PAAC1_C,PAAC1_D,PAAC1_E,PAAC1_F,PAAC1_G,PAAC1_H,PAAC1_I,PAAC1_K,PAAC1_L,PAAC1_M,PAAC1_N,PAAC1_P,PAAC1_Q,PAAC1_R,PAAC1_S,PAAC1_T,PAAC1_V,PAAC1_W,PAAC1_Y,PAAC1_lam1
Seq_849,1.7841,1.7841,3.5683,6.2445,1.7841,3.5683,2.6762,6.2445,8.9207,4.4603,1.7841,1.7841,1.7841,0.8921,6.2445,3.5683,5.3524,10.7048,0.8921,0.8921,0.1079
Seq_850,7.1549,2.6831,7.1549,11.6267,8.0492,13.4154,1.7887,9.838,16.9929,8.0492,6.2605,8.9436,2.6831,2.6831,14.3098,7.1549,8.9436,11.6267,0.8944,3.5774,0.1056
Seq_851,15.0968,0.0,14.2087,9.7685,1.7761,13.3207,1.7761,4.4402,11.5446,7.9924,0.888,4.4402,0.888,7.1044,16.8729,7.9924,3.5522,5.3283,1.7761,3.5522,0.11199999999999999
Seq_852,31.8084,1.8176,24.5379,32.7172,9.0881,33.626,17.2674,43.623,18.1762,29.9908,17.2674,18.1762,15.4498,9.0881,21.8115,13.6322,27.2644,27.2644,0.9088,13.6322,0.0912
Seq_853,13.6596,7.2851,19.1234,8.1958,7.2851,24.5873,7.2851,17.3022,15.4809,25.4979,4.5532,12.749,9.1064,10.9277,12.749,27.3192,28.2298,20.0341,11.8383,5.4638,0.0894
Seq_854,21.6736,2.7092,8.1276,11.7399,3.6123,9.0307,3.6123,14.4491,14.4491,13.546,4.5153,10.8368,6.3215,5.4184,15.3521,9.9337,9.9337,11.7399,2.7092,4.5153,0.0969
Seq_855,2.7678,3.6904,0.9226,2.7678,0.9226,6.4582,1.8452,0.0,9.226,0.0,0.9226,0.9226,0.9226,1.8452,3.6904,5.5356,6.4582,0.9226,0.9226,1.8452,0.0774
Seq_856,38.9651,14.4986,41.6836,33.5281,27.1849,51.6514,19.0295,44.4021,40.7774,76.1178,17.2171,35.3404,38.0589,49.839,62.5253,46.2144,46.2144,55.276,9.9678,32.6219,0.0938
Seq_857,8.0117,0.0,2.6706,5.3411,4.4509,11.5724,7.1215,7.1215,16.0233,4.4509,2.6706,7.1215,5.3411,7.1215,13.3528,6.2313,7.1215,15.1332,0.0,8.9019,0.1098
Seq_858,12.6374,0.0,7.2214,14.4428,5.416,22.5668,3.6107,10.8321,21.6642,11.7348,5.416,7.2214,9.0267,7.2214,10.8321,9.0267,7.2214,19.8588,0.0,2.708,0.0973
Seq_859,7.2297,3.6149,0.0,0.9037,2.7111,8.1334,3.6149,0.9037,12.652,2.7111,1.8074,2.7111,2.7111,0.9037,13.5557,8.1334,9.0372,1.8074,0.9037,3.6149,0.0963
Seq_860,37.9405,9.9368,28.9071,56.9108,28.0037,48.7807,4.5167,50.5874,57.8141,70.461,28.0037,32.5205,25.2937,29.8104,46.974,39.7472,36.1338,36.1338,10.8402,16.2602,0.0967
Seq_861,59.4108,9.9018,46.8085,93.6171,32.4059,65.712,17.1031,45.9084,54.0099,75.6138,18.9034,19.8036,30.6056,18.0033,57.6105,32.4059,29.7054,72.9133,9.9018,25.2046,0.0998
Seq_862,10.8593,0.9049,2.7148,15.384,1.8099,15.384,6.3346,7.2395,6.3346,16.289,3.6198,2.7148,1.8099,1.8099,8.1445,9.0494,7.2395,10.8593,1.8099,3.6198,0.0951
Seq_863,18.9866,0.0,9.0413,18.0825,0.9041,6.3289,4.5206,9.9454,14.466,22.6031,1.8083,7.233,6.3289,7.233,12.6578,5.4248,8.1371,8.1371,0.9041,4.5206,0.0959
Seq_864,8.0252,0.0,2.6751,9.8086,6.2418,11.592,1.7834,10.7003,9.8086,9.8086,2.6751,2.6751,4.4585,2.6751,8.0252,6.2418,2.6751,9.8086,0.8917,5.3501,0.1083
Seq_865,34.4589,5.4409,34.4589,35.3658,22.6704,34.4589,11.7886,22.6704,30.8317,44.4339,15.4158,16.3227,18.1363,21.7635,28.1112,17.2295,31.7385,38.993,3.6273,11.7886,0.0932
Seq_866,4.5632,0.0,3.6506,4.5632,2.7379,6.3885,1.8253,6.3885,6.3885,8.2138,4.5632,4.5632,7.3012,4.5632,6.3885,5.4759,5.4759,8.2138,0.0,0.9126,0.0874
Seq_867,10.1197,0.0,3.6799,11.0397,1.8399,3.6799,4.5999,8.2797,8.2797,8.2797,3.6799,7.3598,3.6799,5.5198,4.5999,3.6799,7.3598,6.4398,0.92,0.92,0.08
Seq_868,6.3929,3.6531,13.6991,15.5256,7.3062,6.3929,3.6531,7.3062,22.8318,10.9593,5.4796,11.8726,8.2195,8.2195,10.9593,6.3929,6.3929,13.6991,0.0,8.2195,0.0867
Seq_869,32.1936,10.118,26.6747,22.0756,26.6747,18.3963,11.0378,26.6747,22.9954,49.6701,16.5567,18.3963,20.236,22.9954,21.1558,39.5521,16.5567,28.5143,1.8396,13.7972,0.0802
Seq_870,19.7758,2.6967,12.5846,14.3824,8.0901,16.1802,0.8989,17.978,33.2593,16.1802,1.7978,10.7868,6.2923,7.1912,16.1802,17.0791,18.8769,9.8879,2.6967,5.3934,0.1011
Seq_871,9.7029,3.5283,2.6462,0.0,1.7642,9.7029,2.6462,0.8821,10.585,1.7642,3.5283,1.7642,2.6462,4.4104,12.3491,0.8821,7.9387,1.7642,0.8821,3.5283,0.1179
Seq_872,8.9422,1.7884,4.4711,3.5769,4.4711,2.6827,2.6827,15.2017,10.7306,8.9422,1.7884,5.3653,0.8942,4.4711,19.6728,4.4711,3.5769,2.6827,0.8942,7.1538,0.1058
Seq_873,15.3299,0.0,16.2316,20.7404,3.607,18.9369,6.3123,2.7053,9.0176,7.2141,0.9018,2.7053,1.8035,4.5088,13.5264,5.4105,6.3123,12.6246,0.0,0.9018,0.0982
Seq_874,49.6748,1.8064,10.8381,18.0635,11.7413,26.1921,9.935,16.2572,34.3207,25.289,2.7095,22.5794,11.7413,18.0635,31.6112,17.1604,23.4826,28.9017,2.7095,7.2254,0.0968
Seq_875,57.9053,0.0,10.2735,12.1414,12.1414,18.6791,8.4056,14.0094,8.4056,28.0187,14.0094,12.1414,27.0848,70.0468,16.8112,23.3489,19.6131,19.6131,0.0,4.6698,0.066
Seq_876,24.6413,7.3011,15.5149,18.2528,8.2138,18.2528,6.3885,20.9908,14.6023,22.8161,7.3011,12.777,21.9034,20.9908,16.4276,23.7287,25.554,16.4276,2.7379,5.4759,0.0874
Seq_877,14.2098,0.0,10.6574,10.6574,7.993,13.3217,0.8881,11.5455,7.993,14.2098,6.2168,7.993,7.1049,7.1049,17.7623,4.4406,9.7693,10.6574,0.8881,2.6643,0.1119
Seq_878,21.5696,0.8987,7.1899,20.6709,7.1899,15.2785,2.6962,14.3797,17.9747,16.1772,4.4937,5.3924,8.9873,3.5949,17.0759,10.7848,10.7848,21.5696,0.0,6.2911,0.1013
Seq_879,6.3128,0.0,2.7055,7.2146,7.2146,3.6073,1.8037,4.5092,9.9201,9.9201,3.6073,5.411,2.7055,6.3128,7.2146,5.411,8.1165,7.2146,0.0,0.9018,0.0982
Seq_880,11.7041,0.0,9.0032,21.6076,6.3022,15.3054,3.6013,18.0063,18.9067,13.5048,1.8006,6.3022,11.7041,3.6013,12.6044,9.0032,6.3022,23.4082,2.701,9.0032,0.0997
Seq_881,25.337,5.4294,22.6223,25.337,21.7174,23.5272,25.337,17.193,19.0028,43.4349,7.2391,12.6685,15.3832,23.5272,27.1468,24.4321,16.2881,28.9566,8.144,15.3832,0.0951
Seq_882,8.1576,1.8128,5.4384,19.0345,7.2512,15.4089,3.6256,6.3448,13.5961,9.9704,0.9064,8.1576,3.6256,5.4384,11.7832,3.6256,8.1576,8.1576,0.9064,5.4384,0.0936
Seq_883,10.6296,2.6574,16.8302,15.0586,9.7438,21.2592,7.0864,9.7438,18.6018,7.9722,4.429,11.5154,3.5432,2.6574,43.4042,44.29,7.0864,12.4012,2.6574,12.4012,0.1142
Seq_884,11.9935,0.0,6.458,2.7677,0.9226,4.6129,0.9226,5.5354,1.8451,11.0709,2.7677,4.6129,8.3032,1.8451,9.2257,7.3806,9.2257,12.916,0.9226,1.8451,0.0774
Seq_885,7.0362,0.0,5.2772,3.5181,1.7591,5.2772,1.7591,3.5181,6.1567,4.3976,0.8795,0.8795,3.5181,2.6386,12.3134,1.7591,4.3976,6.1567,1.7591,4.3976,0.1205
Seq_886,61.0529,0.9112,46.4731,108.4372,24.6034,73.8102,0.9112,14.5798,81.1001,27.3371,6.3787,19.136,30.0708,15.491,24.6034,35.5383,33.7158,39.1832,1.8225,5.4674,0.0888
Seq_887,4.3963,0.8793,4.3963,4.3963,4.3963,3.517,0.0,4.3963,7.9133,7.034,0.8793,2.6378,2.6378,4.3963,9.6718,1.7585,3.517,7.034,0.0,3.517,0.1207
Seq_888,2.7108,2.7108,4.518,7.2288,5.4216,9.036,2.7108,9.036,12.6504,11.7468,2.7108,6.3252,3.6144,2.7108,7.2288,3.6144,5.4216,13.554,0.9036,3.6144,0.0964
Seq_889,36.4206,4.5526,26.4049,25.4944,20.9418,40.0626,6.3736,29.1365,43.7047,36.4206,30.047,20.0313,10.9262,29.1365,14.5682,25.4944,21.8523,28.226,1.821,7.2841,0.0895
Seq_890,5.4956,1.8319,4.5796,7.3274,3.6637,6.4115,1.8319,5.4956,15.5707,12.823,2.7478,3.6637,8.2433,4.5796,4.5796,8.2433,10.0752,6.4115,1.8319,3.6637,0.0841
Seq_891,5.5584,4.632,1.8528,2.7792,2.7792,4.632,2.7792,1.8528,6.4848,8.3376,0.9264,0.9264,3.7056,2.7792,3.7056,6.4848,9.264,5.5584,0.0,0.9264,0.0736
Seq_892,35.9373,3.6859,13.8221,11.0576,21.1938,29.487,1.8429,17.5079,9.2147,21.1938,9.2147,22.1153,29.487,15.665,24.8797,36.8588,27.6441,33.1729,4.6074,6.4503,0.0785
Seq_893,5.421,4.5175,0.9035,2.7105,4.5175,8.1314,3.614,0.0,20.7803,6.3245,0.9035,0.9035,1.807,8.1314,7.2279,1.807,9.0349,6.3245,0.0,2.7105,0.0965
Seq_894,10.0082,3.6394,3.6394,7.2787,3.6394,10.0082,5.459,4.5492,7.2787,15.4673,2.7295,5.459,6.3689,3.6394,10.9181,3.6394,8.1886,7.2787,0.9098,2.7295,0.0902
Seq_895,7.2845,1.8211,9.1057,21.8536,11.8374,12.7479,1.8211,10.9268,27.317,27.317,3.6423,12.7479,10.9268,6.374,9.1057,9.1057,7.2845,27.317,0.9106,6.374,0.0894
Seq_896,5.4096,1.8032,5.4096,5.4096,7.2129,9.9177,3.6064,9.9177,9.9177,10.8193,4.508,6.3113,2.7048,3.6064,9.9177,4.508,4.508,9.9177,0.9016,0.9016,0.0984
Seq_897,10.7744,3.5915,3.5915,11.6723,2.6936,8.0808,5.3872,8.0808,22.4467,11.6723,6.2851,7.1829,8.0808,9.8765,13.468,8.9787,7.1829,8.9787,2.6936,4.4893,0.1021
Seq_898,9.8329,0.0,3.5756,4.4695,3.5756,5.3634,1.7878,5.3634,4.4695,3.5756,0.8939,3.5756,1.7878,1.7878,8.939,2.6817,2.6817,7.1512,0.8939,0.8939,0.1061
Seq_899,29.2234,2.7397,14.6117,11.872,14.6117,35.616,3.6529,19.1779,20.0911,32.8763,8.2191,18.2646,14.6117,17.3514,14.6117,26.4837,20.0911,18.2646,1.8265,10.9588,0.0868
Seq_900,36.4427,0.8888,16.8881,47.9977,15.1104,30.2208,7.1108,14.2215,21.3323,51.5531,6.2219,7.1108,27.5543,7.9996,41.7758,13.3327,16.8881,25.7766,8.8885,18.6658,0.1112
Seq_901,19.5783,0.0,5.3395,17.7985,5.3395,15.1287,1.7798,0.8899,10.6791,30.2574,1.7798,2.6698,15.1287,6.2295,22.2481,4.4496,7.1194,15.1287,4.4496,1.7798,0.1101
Seq_902,18.7655,1.7872,7.1488,16.0847,11.6167,17.8719,3.5744,8.0423,16.0847,20.5527,8.9359,6.2552,17.8719,3.5744,22.3399,7.1488,12.5103,13.4039,5.3616,5.3616,0.1064
Seq_903,17.9355,0.8968,7.1742,15.2451,10.7613,17.9355,5.3806,8.9677,17.0387,20.6258,8.9677,7.1742,17.9355,3.5871,19.729,10.7613,9.8645,15.2451,5.3806,4.4839,0.1032
Seq_904,7.2469,0.0,1.8117,8.1528,2.7176,9.0587,1.8117,6.3411,14.4938,1.8117,0.9059,3.6235,2.7176,4.5293,2.7176,0.0,9.0587,11.7763,0.0,3.6235,0.0941
Seq_905,6.2582,0.0,2.6821,8.0463,4.4702,10.7284,3.5761,6.2582,8.9403,2.6821,1.7881,0.894,0.894,5.3642,7.1523,2.6821,4.4702,12.5165,0.894,1.7881,0.106
Seq_906,21.0043,3.6529,14.6117,9.1323,14.6117,36.5291,6.3926,13.6984,13.6984,20.091,12.7852,31.0498,23.7439,10.9587,21.0043,31.0498,11.872,12.7852,0.0,14.6117,0.0868
Seq_907,37.1011,0.9275,8.3477,7.4202,7.4202,16.6955,3.7101,7.4202,7.4202,19.4781,6.4927,10.2028,14.8404,26.8983,8.3477,6.4927,13.9129,14.8404,0.0,12.0578,0.0725
Seq_908,20.9793,6.385,20.0671,15.5064,6.385,14.5943,4.5607,20.9793,23.7157,26.4521,8.2093,12.77,21.8914,13.6821,11.8578,23.7157,20.9793,16.4185,2.7364,8.2093,0.0879
Seq_909,8.1661,1.8147,3.6294,14.5174,0.9073,7.2587,0.9073,6.3514,11.7954,11.7954,1.8147,4.5367,5.444,1.8147,4.5367,4.5367,2.722,11.7954,0.0,3.6294,0.0927
Seq_910,25.1922,2.6992,8.0975,10.7967,5.3983,13.4958,3.5989,10.7967,35.0891,22.493,0.8997,8.0975,15.2953,12.5961,20.6936,1.7994,13.4958,21.5933,1.7994,5.3983,0.1003
Seq_911,20.6302,1.7939,1.7939,6.2788,4.4848,7.1757,1.7939,6.2788,23.3211,4.4848,1.7939,3.5879,6.2788,8.9697,16.1454,7.1757,5.3818,8.0727,0.897,3.5879,0.10300000000000001
Seq_912,16.1279,1.792,5.376,7.168,4.48,12.5439,2.688,8.0639,14.3359,11.6479,1.792,1.792,9.8559,7.168,16.1279,8.9599,3.584,13.4399,0.0,7.168,0.10400000000000001
Seq_913,18.0445,1.8044,9.0222,14.4356,5.4133,17.1423,9.0222,7.2178,13.5334,31.5779,3.6089,5.4133,19.8489,11.7289,18.9467,12.6311,13.5334,22.5556,5.4133,9.0222,0.0978
Seq_914,4.5917,0.9183,7.3468,3.6734,4.5917,9.1834,3.6734,5.5101,3.6734,6.4284,6.4284,6.4284,4.5917,3.6734,5.5101,10.1018,14.6935,6.4284,0.9183,2.755,0.0817
Seq_915,17.4165,21.0832,14.6666,24.7498,15.5832,18.3332,22.9165,5.5,40.333,23.8332,3.6666,11.9166,13.7499,9.1666,18.3332,23.8332,21.0832,17.4165,1.8333,10.0833,0.0833
Seq_916,7.3146,7.3146,3.6573,25.601,9.1432,23.7724,7.3146,3.6573,19.2008,10.0575,5.4859,6.4003,19.2008,13.7148,16.4578,26.5153,9.1432,10.9719,0.9143,5.4859,0.0857
Seq_917,23.7535,5.4816,12.7904,15.5312,14.6176,33.8031,7.3088,14.6176,17.3584,11.8768,13.704,20.0991,21.0127,31.9759,11.8768,26.4943,21.9263,23.7535,9.136,15.5312,0.0864
Seq_918,118.6517,15.516,85.7943,88.5324,41.9845,108.612,43.8099,50.1988,96.7468,182.5411,20.0795,40.159,147.8583,85.7943,105.8738,75.7546,117.739,82.1435,34.6828,43.8099,0.0873
Seq_919,10.8233,1.8039,9.0194,32.4698,15.333,27.0582,0.9019,25.2543,32.4698,28.8621,2.7058,5.4116,17.1368,1.8039,12.6271,15.333,13.5291,22.5485,2.7058,12.6271,0.0981
Seq_920,14.6003,3.6501,15.5129,20.0755,15.5129,21.9005,0.0,25.5506,29.2007,28.2882,9.1252,19.1629,8.2127,13.6878,10.0377,25.5506,17.3379,14.6003,2.7376,11.8628,0.0875
Seq_921,120.5157,9.8931,66.5534,143.8993,36.8742,99.8302,20.6855,63.8553,89.0377,145.6981,23.3836,25.1824,71.0503,53.9622,107.9245,51.2641,54.8616,134.0062,9.8931,42.2704,0.1006
Seq_922,116.8347,9.886,68.3034,142.8978,37.7466,101.5563,21.5695,62.911,83.5818,144.6953,25.1644,25.1644,68.3034,50.3288,115.0373,54.8224,53.9237,135.708,8.9873,42.2402,0.1013
Seq_923,32.2859,0.0,18.8334,60.9844,7.1746,19.7302,5.381,22.4207,34.9763,51.1193,4.4841,5.381,23.3176,15.2461,27.8017,18.8334,14.3493,19.7302,2.6905,8.0715,0.1032
Seq_924,43.3712,14.4571,50.5997,69.5746,28.9141,56.9247,20.782,41.5641,60.539,73.1889,18.0713,24.3963,28.9141,22.5892,46.9855,37.9498,37.9498,72.2853,9.0357,28.0106,0.0964
Seq_925,75.4063,6.3596,76.3148,92.668,31.7978,92.668,17.2617,59.0531,47.2425,88.1255,28.1638,39.0659,53.6021,33.6149,70.8638,59.9617,60.8702,99.9361,8.1766,20.8957,0.0915
Seq_926,4.4739,0.0,1.7895,8.9477,6.2634,8.053,0.8948,2.6843,4.4739,1.7895,0.8948,2.6843,0.8948,3.5791,0.8948,2.6843,1.7895,6.2634,0.8948,0.0,0.1052
Seq_927,75.5454,19.1139,47.3296,81.9167,42.7787,82.8268,27.3056,44.5991,81.0065,99.2102,23.6648,45.5093,76.4556,50.9704,64.6231,101.0305,57.3417,55.5213,9.1019,30.0361,0.0898
Seq_928,18.1715,2.7257,19.0801,17.2629,13.6286,20.8972,7.2686,19.9887,21.8058,23.623,4.5429,16.3544,7.2686,14.5372,11.8115,18.1715,18.1715,15.4458,0.9086,14.5372,0.0914
Seq_929,81.1639,0.0,37.4603,77.5963,24.0816,51.7309,16.0544,22.2978,37.4603,110.597,14.2706,10.7029,42.8117,14.2706,67.7853,27.6493,26.7573,45.4875,12.4868,21.4059,0.1081
Seq_930,72.6284,15.4335,69.9049,84.4306,45.3928,75.352,29.9592,82.6149,67.1813,96.2327,36.3142,37.2221,48.1163,43.5771,71.7206,68.0892,63.5499,55.3792,6.355,41.7614,0.0921
Seq_931,23.731,5.4764,20.0801,20.0801,20.0801,50.2003,4.5637,12.7782,18.2546,19.1674,16.4292,25.5565,14.6037,21.9056,18.2546,37.422,13.691,22.8183,5.4764,7.3019,0.0873
Seq_932,95.0598,18.2807,95.0598,105.1142,51.186,101.4581,31.0772,91.4037,83.1773,122.4809,50.272,58.4983,121.5669,74.951,78.6071,146.2459,93.2317,100.544,12.7965,62.1545,0.086
Seq_933,258.3991,88.882,112.706,108.1245,83.3841,227.2446,59.5601,120.9528,88.882,274.8927,52.2296,79.7189,187.8433,83.3841,160.3541,203.4206,201.588,216.2489,59.5601,90.7146,0.0837
Seq_934,25.2067,4.5012,10.8029,18.905,11.7031,24.3065,8.1022,9.0024,15.3041,13.5036,6.3017,10.8029,12.6034,9.9026,21.6058,15.3041,10.8029,16.2043,7.2019,5.4014,0.0998
Seq_935,40.8262,1.8145,19.0522,27.2175,14.516,21.774,13.6087,9.9797,12.7015,51.7132,2.7217,16.3305,24.4957,30.8465,32.661,25.403,18.145,14.516,10.887,4.5362,0.0928
Seq_936,18.1378,1.8138,31.7411,48.0652,42.6238,17.2309,8.162,59.8547,73.4581,52.5996,5.4413,52.5996,21.7654,10.8827,10.8827,28.1136,22.6722,27.2067,2.7207,43.5307,0.0931
Seq_937,36.262,8.1589,45.3275,29.0096,19.0375,39.8882,17.2244,29.9161,29.9161,30.8227,14.5048,29.0096,23.5703,15.4113,25.3834,23.5703,33.5423,46.234,7.2524,22.6637,0.0935
Seq_938,24.3125,0.0,16.8318,6.5457,12.1563,33.6635,0.9351,15.8967,8.4159,28.0529,0.0,14.9616,10.2861,7.4808,5.6106,43.9496,51.4304,21.5072,2.8053,13.0914,0.0649
Seq_939,32.5245,3.6138,15.3588,12.6484,5.4207,23.4899,5.4207,16.2622,13.5519,20.7795,7.2277,21.683,11.745,13.5519,17.1657,15.3588,22.5865,16.2622,8.1311,12.6484,0.0965
Seq_940,8.2595,2.7532,9.1772,7.3418,5.5063,11.9304,3.6709,6.424,11.9304,4.5886,3.6709,5.5063,1.8354,0.9177,0.9177,11.0126,8.2595,11.0126,0.9177,1.8354,0.0823
Seq_941,14.6907,1.8363,4.5909,3.6727,2.7545,9.1817,1.8363,2.7545,5.509,4.5909,3.6727,4.5909,0.9182,5.509,0.9182,1.8363,1.8363,5.509,0.9182,2.7545,0.0818
Seq_942,58.8625,7.3578,34.9496,29.4312,11.0367,56.1033,16.5551,23.9129,39.5482,33.1101,15.6353,26.6721,15.6353,12.8762,16.5551,33.1101,31.2707,44.1468,3.6789,14.7156,0.0803
Seq_943,14.6492,0.0,16.4804,6.409,10.9869,15.5648,4.5779,13.7337,10.0713,16.4804,0.9156,12.8181,10.0713,3.6623,6.409,30.214,18.3115,15.5648,3.6623,6.409,0.0844
Seq_944,15.5837,0.0,17.4171,4.5834,10.0836,15.5837,3.6668,13.7503,10.0836,16.5004,0.9167,13.7503,11.0003,4.5834,6.4168,27.5006,20.1671,15.5837,3.6668,6.4168,0.0833
Seq_945,15.5848,0.0,16.5015,5.5005,10.0843,16.5015,5.5005,13.7513,11.001,16.5015,1.8335,13.7513,10.0843,4.5838,5.5005,27.5025,17.4183,15.5848,3.667,6.4173,0.0832
Seq_946,15.564,0.0,14.6484,6.4087,10.0708,16.4795,5.4932,13.7329,10.9863,16.4795,1.8311,12.8174,10.0708,4.5776,6.4087,28.3813,17.395,15.564,3.6621,6.4087,0.0845
Seq_947,15.5818,0.0,16.4984,5.4995,10.0824,16.4984,5.4995,13.7487,10.9989,16.4984,0.9166,13.7487,9.1658,4.5829,5.4995,28.4139,17.415,16.4984,3.6663,6.416,0.0834
Seq_948,25.7397,0.0,11.9506,8.2735,15.6277,15.6277,1.8385,11.9506,8.2735,19.3048,0.0,8.2735,11.0313,2.7578,2.7578,25.7397,18.3855,21.1433,3.6771,7.3542,0.0807
Seq_949,13.0234,8.3722,9.3024,15.8141,10.2327,16.7443,9.3024,9.3024,21.3955,16.7443,5.5814,13.0234,26.977,11.1629,4.6512,32.5584,32.5584,28.8375,5.5814,8.3722,0.0698
Seq_950,8.3184,0.9243,3.697,10.1669,5.5456,11.0911,1.8485,2.7728,6.4698,3.697,0.9243,5.5456,4.6213,0.9243,0.0,4.6213,6.4698,8.3184,0.0,3.697,0.0757
Seq_951,5.5524,0.0,0.9254,3.7016,2.7762,0.9254,3.7016,2.7762,0.9254,5.5524,0.0,0.0,0.9254,0.9254,0.9254,0.9254,3.7016,3.7016,0.9254,0.0,0.0746
Seq_952,20.8231,2.7161,10.8642,6.3375,9.0535,8.1482,0.0,4.5268,10.8642,7.2428,0.0,0.0,0.0,1.8107,0.9054,5.4321,1.8107,5.4321,0.9054,0.9054,0.0946
Seq_953,9.0687,2.7206,12.6961,4.5343,9.9755,10.8824,5.4412,6.3481,9.9755,9.0687,3.6275,9.0687,4.5343,3.6275,4.5343,8.1618,6.3481,9.0687,1.8137,6.3481,0.0931
Seq_954,12.0584,11.1308,7.4206,3.7103,3.7103,9.2757,4.6379,0.9276,7.4206,7.4206,4.6379,5.5654,7.4206,6.493,2.7827,11.1308,9.2757,4.6379,2.7827,5.5654,0.0724
Seq_955,25.1537,0.8983,8.0851,17.0686,4.4917,13.4752,8.0851,5.3901,9.8818,13.4752,2.695,4.4917,7.1868,7.1868,12.5769,5.3901,7.1868,3.5934,3.5934,6.2884,0.1017
Seq_956,16.1237,0.0,12.5406,8.0618,8.0618,6.2703,1.7915,4.4788,15.2279,8.9576,0.8958,1.7915,0.0,0.0,0.8958,3.583,2.6873,5.3746,0.0,0.0,0.1042
Seq_957,26.6292,9.1825,11.9372,21.1197,10.1007,31.2205,9.1825,16.5285,21.1197,31.2205,6.4277,12.8555,22.038,6.4277,11.9372,20.2015,15.6102,33.057,1.8365,6.4277,0.0818
Seq_958,14.8336,8.3439,11.1252,12.9794,9.271,15.7607,8.3439,12.0523,17.6149,23.1774,5.5626,12.0523,28.74,11.1252,10.1981,32.4484,30.5942,33.3755,5.5626,7.4168,0.0729
Seq_959,13.9412,9.2941,12.0824,15.8,13.0118,12.0824,8.3647,11.153,22.3059,14.8706,4.6471,13.9412,29.7412,12.0824,5.5765,30.6706,28.8118,30.6706,5.5765,6.5059,0.0706
Seq_960,18.5641,11.1385,14.8513,20.4206,16.7077,14.8513,8.3539,15.7795,25.0616,24.1334,5.5692,14.8513,31.5591,15.7795,5.5692,35.2719,34.3437,36.2001,7.4257,8.3539,0.0718
Seq_961,15.3751,0.9044,12.6619,20.8016,3.6177,11.7574,1.8088,12.6619,14.4707,23.5149,4.5221,6.3309,9.0442,8.1398,10.853,11.7574,9.9486,14.4707,0.9044,7.2354,0.0956
Seq_962,19.8071,1.8006,18.9068,18.0064,16.2058,36.9132,7.2026,21.6077,16.2058,18.9068,3.6013,17.1061,15.3055,13.5048,18.9068,24.3087,13.5048,31.5113,7.2026,9.0032,0.0997
Seq_963,26.738,12.908,12.908,14.752,10.142,23.05,5.532,13.83,11.986,16.596,5.532,13.83,17.518,5.532,5.532,8.298,12.908,14.752,2.766,10.142,0.078
Seq_964,19.0537,1.8146,17.2391,12.7025,19.0537,14.5171,3.6293,29.0342,6.3512,28.1269,4.5366,16.3317,14.5171,12.7025,18.1464,19.0537,14.5171,20.8683,7.2586,11.7952,0.0927
Seq_965,1.8042,14.4336,7.2168,4.5105,0.9021,11.7273,0.9021,0.0,2.7063,0.9021,0.9021,1.8042,1.8042,5.4126,4.5105,5.4126,1.8042,0.0,2.7063,4.5105,0.0979
Seq_966,38.4992,5.4999,39.4158,18.333,17.4163,32.0827,10.9998,18.333,33.916,33.916,9.1665,22.9162,33.916,13.7497,15.583,25.6661,19.2496,37.5826,8.2498,20.1662,0.0834
Seq_967,52.39,19.3016,27.5737,18.3825,17.4633,54.2283,13.7869,29.4119,18.3825,45.9562,8.2721,11.9486,39.5223,20.2207,27.5737,39.5223,59.743,50.5518,5.5147,20.2207,0.0809
Seq_968,51.4803,18.3858,27.5787,18.3858,17.4665,53.3189,13.7894,29.4173,19.3051,45.9645,9.1929,11.9508,39.5295,20.2244,26.6594,40.4488,60.6732,49.6417,5.5157,21.1437,0.0807
Seq_969,47.583,27.4517,42.0926,42.0926,21.0463,51.2432,11.8957,25.6216,56.7336,51.2432,8.2355,20.1313,21.0463,22.8764,21.9614,45.7529,36.6023,42.0926,9.1506,22.8764,0.0849
Seq_970,24.6952,4.5732,10.9757,15.5488,7.3171,21.9513,3.6586,13.7196,19.2074,13.7196,1.8293,8.2317,9.1464,9.1464,7.3171,10.9757,13.7196,22.8659,4.5732,3.6586,0.0854
Seq_971,14.6598,2.7487,8.2461,4.5812,3.6649,11.9111,4.5812,3.6649,11.9111,5.4974,6.4137,3.6649,0.9162,4.5812,0.9162,6.4137,7.3299,11.9111,0.9162,3.6649,0.0838
Seq_972,43.1228,12.8451,18.3501,31.1952,17.4326,42.2053,5.505,21.1026,23.8552,35.7827,14.6801,16.5151,24.7727,16.5151,21.1026,23.8552,29.3602,46.7928,4.5875,11.9276,0.0825
Seq_973,37.202,0.0,4.6503,4.6503,1.8601,32.5518,6.5104,8.3705,4.6503,17.671,2.7902,20.4611,12.0907,9.3005,7.4404,31.6217,15.8109,23.2513,2.7902,6.5104,0.0699
Seq_974,27.9697,6.3157,27.0674,18.0449,18.0449,28.8719,11.7292,26.1652,31.5787,25.2629,8.1202,13.5337,13.5337,16.2405,18.9472,18.0449,26.1652,24.3607,7.218,12.6315,0.0978
Seq_975,3.6366,0.0,1.8183,1.8183,2.7274,6.364,0.0,4.5457,1.8183,10.9097,1.8183,2.7274,2.7274,0.0,2.7274,2.7274,3.6366,4.5457,2.7274,1.8183,0.0909
