ID,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_TN,PCP_SM,PCP_LR
Seq_1188,0.107,0.117,0.776,0.201,0.545,0.478,0.067,0.09,0.117,0.107,0.776,0.538,0.204,0.355,0.13,0.03,0.274,0.565,0.435
Seq_1189,0.17,0.13,0.7,0.219,0.438,0.375,0.036,0.085,0.13,0.17,0.7,0.468,0.249,0.349,0.119,0.032,0.221,0.475,0.525
Seq_1190,0.171,0.129,0.7,0.206,0.451,0.384,0.035,0.09,0.129,0.171,0.7,0.476,0.249,0.337,0.11,0.031,0.22,0.467,0.533
Seq_1191,0.14,0.129,0.731,0.208,0.474,0.385,0.059,0.098,0.129,0.14,0.731,0.506,0.248,0.332,0.11,0.039,0.161,0.441,0.559
Seq_1192,0.132,0.13,0.739,0.187,0.502,0.414,0.074,0.095,0.13,0.132,0.739,0.511,0.256,0.323,0.103,0.048,0.214,0.496,0.504
Seq_1193,0.201,0.157,0.642,0.181,0.441,0.338,0.064,0.093,0.157,0.201,0.642,0.456,0.284,0.353,0.078,0.078,0.255,0.495,0.505
Seq_1194,0.109,0.104,0.787,0.213,0.518,0.424,0.044,0.113,0.104,0.109,0.787,0.484,0.209,0.378,0.119,0.027,0.259,0.559,0.441
Seq_1195,0.133,0.093,0.774,0.24,0.478,0.398,0.053,0.083,0.093,0.133,0.774,0.503,0.242,0.353,0.155,0.044,0.249,0.555,0.445
Seq_1196,0.166,0.123,0.71,0.265,0.404,0.344,0.057,0.06,0.123,0.166,0.71,0.435,0.266,0.394,0.176,0.05,0.257,0.517,0.483
Seq_1197,0.148,0.125,0.727,0.192,0.515,0.424,0.067,0.101,0.125,0.148,0.727,0.485,0.236,0.357,0.118,0.027,0.269,0.512,0.488
Seq_1198,0.153,0.124,0.723,0.226,0.471,0.398,0.051,0.069,0.124,0.153,0.723,0.493,0.23,0.352,0.106,0.069,0.23,0.469,0.531
Seq_1199,0.185,0.138,0.677,0.209,0.434,0.375,0.071,0.071,0.138,0.185,0.677,0.495,0.289,0.32,0.142,0.037,0.191,0.48,0.52
Seq_1200,0.098,0.094,0.808,0.221,0.53,0.434,0.066,0.113,0.094,0.098,0.808,0.522,0.221,0.333,0.125,0.039,0.242,0.52,0.48
Seq_1201,0.168,0.129,0.703,0.236,0.437,0.378,0.059,0.105,0.129,0.168,0.703,0.448,0.258,0.347,0.116,0.031,0.207,0.461,0.539
Seq_1202,0.153,0.125,0.722,0.162,0.514,0.431,0.056,0.102,0.125,0.153,0.722,0.514,0.255,0.301,0.069,0.032,0.176,0.5,0.5
Seq_1203,0.131,0.113,0.756,0.171,0.558,0.456,0.06,0.109,0.113,0.131,0.756,0.522,0.218,0.307,0.071,0.051,0.269,0.493,0.507
Seq_1204,0.181,0.161,0.658,0.134,0.497,0.416,0.054,0.074,0.161,0.181,0.658,0.53,0.262,0.262,0.054,0.081,0.208,0.47,0.53
Seq_1205,0.127,0.107,0.766,0.257,0.478,0.398,0.061,0.094,0.107,0.127,0.766,0.509,0.219,0.365,0.143,0.047,0.241,0.498,0.502
Seq_1206,0.129,0.134,0.737,0.199,0.505,0.446,0.016,0.032,0.134,0.129,0.737,0.489,0.177,0.414,0.145,0.059,0.317,0.57,0.43
Seq_1207,0.139,0.106,0.755,0.19,0.526,0.416,0.047,0.117,0.106,0.139,0.755,0.489,0.226,0.328,0.102,0.033,0.23,0.442,0.558
Seq_1208,0.151,0.147,0.703,0.147,0.529,0.467,0.054,0.062,0.147,0.151,0.703,0.544,0.232,0.313,0.077,0.035,0.201,0.483,0.517
Seq_1209,0.11,0.087,0.803,0.241,0.539,0.471,0.068,0.08,0.087,0.11,0.803,0.567,0.2,0.345,0.149,0.05,0.282,0.569,0.431
Seq_1210,0.107,0.083,0.81,0.143,0.619,0.524,0.143,0.107,0.083,0.107,0.81,0.571,0.298,0.238,0.071,0.036,0.19,0.583,0.417
Seq_1211,0.132,0.138,0.73,0.142,0.561,0.488,0.039,0.053,0.138,0.132,0.73,0.535,0.197,0.337,0.096,0.037,0.276,0.484,0.516
Seq_1212,0.127,0.115,0.758,0.24,0.483,0.425,0.04,0.075,0.115,0.127,0.758,0.492,0.202,0.365,0.131,0.046,0.283,0.531,0.469
Seq_1213,0.138,0.117,0.745,0.191,0.517,0.455,0.077,0.086,0.117,0.138,0.745,0.526,0.252,0.305,0.092,0.031,0.206,0.495,0.505
Seq_1214,0.136,0.122,0.742,0.159,0.513,0.435,0.052,0.101,0.122,0.136,0.742,0.487,0.258,0.296,0.096,0.029,0.235,0.539,0.461
Seq_1215,0.102,0.082,0.816,0.238,0.551,0.449,0.027,0.122,0.082,0.102,0.816,0.497,0.156,0.429,0.17,0.02,0.313,0.585,0.415
Seq_1216,0.084,0.102,0.814,0.236,0.531,0.469,0.037,0.065,0.102,0.084,0.814,0.556,0.168,0.366,0.143,0.047,0.289,0.581,0.419
Seq_1217,0.11,0.135,0.755,0.221,0.528,0.466,0.043,0.086,0.135,0.11,0.755,0.472,0.16,0.393,0.098,0.037,0.313,0.515,0.485
Seq_1218,0.131,0.109,0.76,0.197,0.515,0.415,0.049,0.102,0.109,0.131,0.76,0.502,0.228,0.345,0.121,0.036,0.243,0.524,0.476
Seq_1219,0.131,0.117,0.752,0.205,0.497,0.434,0.046,0.075,0.117,0.131,0.752,0.476,0.226,0.344,0.125,0.04,0.261,0.524,0.476
Seq_1220,0.163,0.097,0.74,0.229,0.488,0.434,0.12,0.081,0.097,0.163,0.74,0.496,0.306,0.322,0.109,0.039,0.213,0.504,0.496
Seq_1221,0.113,0.126,0.761,0.18,0.55,0.477,0.054,0.086,0.126,0.113,0.761,0.518,0.198,0.351,0.131,0.027,0.297,0.523,0.477
Seq_1222,0.105,0.124,0.77,0.235,0.479,0.433,0.059,0.061,0.124,0.105,0.77,0.485,0.221,0.392,0.152,0.021,0.235,0.561,0.439
Seq_1223,0.168,0.109,0.723,0.253,0.442,0.376,0.069,0.066,0.109,0.168,0.723,0.455,0.264,0.392,0.173,0.043,0.266,0.526,0.474
Seq_1224,0.119,0.124,0.758,0.211,0.531,0.454,0.067,0.098,0.124,0.119,0.758,0.515,0.201,0.356,0.077,0.046,0.253,0.485,0.515
Seq_1225,0.126,0.137,0.738,0.175,0.536,0.481,0.071,0.044,0.137,0.126,0.738,0.486,0.224,0.399,0.109,0.044,0.29,0.59,0.41
Seq_1226,0.169,0.133,0.698,0.207,0.454,0.37,0.044,0.088,0.133,0.169,0.698,0.47,0.249,0.339,0.115,0.053,0.202,0.446,0.554
Seq_1227,0.147,0.106,0.747,0.192,0.508,0.469,0.061,0.047,0.106,0.147,0.747,0.487,0.254,0.341,0.11,0.039,0.296,0.556,0.444
Seq_1228,0.231,0.099,0.67,0.209,0.407,0.352,0.022,0.077,0.099,0.231,0.67,0.429,0.308,0.275,0.11,0.033,0.176,0.429,0.571
Seq_1229,0.075,0.056,0.869,0.231,0.562,0.494,0.062,0.069,0.056,0.075,0.869,0.55,0.212,0.331,0.156,0.05,0.281,0.612,0.388
Seq_1230,0.094,0.097,0.809,0.157,0.614,0.506,0.067,0.109,0.097,0.094,0.809,0.532,0.199,0.348,0.112,0.03,0.326,0.577,0.423
Seq_1231,0.13,0.127,0.743,0.222,0.481,0.43,0.054,0.076,0.127,0.13,0.743,0.471,0.224,0.366,0.132,0.03,0.249,0.539,0.461
Seq_1232,0.149,0.132,0.719,0.197,0.483,0.405,0.053,0.084,0.132,0.149,0.719,0.495,0.241,0.345,0.113,0.043,0.234,0.497,0.503
Seq_1233,0.123,0.112,0.765,0.227,0.506,0.442,0.044,0.077,0.112,0.123,0.765,0.517,0.198,0.352,0.125,0.046,0.279,0.531,0.469
Seq_1234,0.149,0.157,0.695,0.208,0.45,0.35,0.024,0.114,0.157,0.149,0.695,0.43,0.21,0.379,0.108,0.047,0.224,0.458,0.542
Seq_1235,0.106,0.088,0.805,0.223,0.532,0.47,0.049,0.073,0.088,0.106,0.805,0.512,0.205,0.348,0.169,0.029,0.348,0.597,0.403
Seq_1236,0.113,0.101,0.787,0.234,0.519,0.444,0.042,0.081,0.101,0.113,0.787,0.487,0.188,0.382,0.16,0.035,0.316,0.556,0.444
Seq_1237,0.172,0.138,0.69,0.291,0.352,0.295,0.027,0.065,0.138,0.172,0.69,0.448,0.245,0.337,0.077,0.142,0.249,0.464,0.536
Seq_1238,0.138,0.122,0.74,0.244,0.454,0.366,0.032,0.095,0.122,0.138,0.74,0.454,0.212,0.369,0.138,0.069,0.273,0.496,0.504
Seq_1239,0.135,0.161,0.704,0.208,0.435,0.369,0.061,0.1,0.161,0.135,0.704,0.435,0.256,0.346,0.077,0.021,0.156,0.441,0.559
Seq_1240,0.126,0.1,0.774,0.232,0.5,0.435,0.035,0.074,0.1,0.126,0.774,0.516,0.203,0.329,0.119,0.071,0.274,0.519,0.481
Seq_1241,0.129,0.104,0.767,0.215,0.528,0.485,0.037,0.055,0.104,0.129,0.767,0.546,0.19,0.337,0.129,0.031,0.288,0.571,0.429
Seq_1242,0.128,0.126,0.746,0.183,0.499,0.431,0.051,0.072,0.126,0.128,0.746,0.501,0.243,0.345,0.13,0.023,0.194,0.529,0.471
Seq_1243,0.075,0.136,0.789,0.279,0.49,0.401,0.061,0.061,0.136,0.075,0.789,0.558,0.156,0.435,0.184,0.088,0.286,0.612,0.388
Seq_1244,0.118,0.112,0.77,0.21,0.519,0.461,0.054,0.087,0.112,0.118,0.77,0.492,0.214,0.338,0.1,0.033,0.261,0.502,0.498
Seq_1245,0.151,0.14,0.709,0.209,0.488,0.39,0.064,0.099,0.14,0.151,0.709,0.477,0.227,0.36,0.116,0.058,0.221,0.488,0.512
Seq_1246,0.134,0.153,0.713,0.251,0.412,0.334,0.05,0.083,0.153,0.134,0.713,0.448,0.234,0.397,0.157,0.045,0.212,0.482,0.518
Seq_1247,0.159,0.192,0.649,0.195,0.441,0.37,0.056,0.065,0.192,0.159,0.649,0.44,0.227,0.408,0.094,0.054,0.233,0.468,0.532
Seq_1248,0.155,0.129,0.716,0.244,0.437,0.354,0.056,0.109,0.129,0.155,0.716,0.44,0.246,0.354,0.121,0.049,0.199,0.431,0.569
Seq_1249,0.13,0.147,0.723,0.248,0.433,0.363,0.055,0.079,0.147,0.13,0.723,0.465,0.228,0.389,0.134,0.039,0.211,0.45,0.55
Seq_1250,0.186,0.171,0.644,0.2,0.403,0.327,0.027,0.084,0.171,0.186,0.644,0.446,0.252,0.354,0.124,0.032,0.171,0.426,0.574
Seq_1251,0.186,0.168,0.646,0.196,0.411,0.334,0.03,0.084,0.168,0.186,0.646,0.448,0.255,0.347,0.116,0.032,0.168,0.423,0.577
Seq_1252,0.157,0.133,0.71,0.261,0.398,0.332,0.047,0.071,0.133,0.157,0.71,0.44,0.255,0.392,0.174,0.041,0.228,0.514,0.486
Seq_1253,0.123,0.111,0.766,0.159,0.571,0.476,0.061,0.078,0.111,0.123,0.766,0.54,0.22,0.315,0.086,0.056,0.256,0.524,0.476
Seq_1254,0.161,0.11,0.729,0.212,0.481,0.405,0.049,0.063,0.11,0.161,0.729,0.465,0.246,0.369,0.127,0.049,0.264,0.519,0.481
Seq_1255,0.146,0.125,0.729,0.211,0.488,0.401,0.046,0.084,0.125,0.146,0.729,0.482,0.222,0.36,0.133,0.054,0.276,0.512,0.488
Seq_1256,0.149,0.133,0.717,0.207,0.481,0.399,0.052,0.084,0.133,0.149,0.717,0.478,0.231,0.361,0.125,0.052,0.245,0.5,0.5
Seq_1257,0.14,0.111,0.749,0.229,0.489,0.421,0.041,0.084,0.111,0.14,0.749,0.493,0.212,0.367,0.125,0.05,0.278,0.537,0.463
Seq_1258,0.141,0.137,0.722,0.234,0.453,0.382,0.049,0.115,0.137,0.141,0.722,0.47,0.225,0.358,0.121,0.024,0.208,0.448,0.552
Seq_1259,0.079,0.075,0.846,0.228,0.539,0.457,0.041,0.094,0.075,0.079,0.846,0.446,0.199,0.461,0.157,0.019,0.318,0.644,0.356
Seq_1260,0.142,0.134,0.724,0.129,0.591,0.504,0.069,0.103,0.134,0.142,0.724,0.522,0.216,0.332,0.073,0.022,0.246,0.461,0.539
Seq_1261,0.11,0.12,0.77,0.236,0.487,0.366,0.037,0.141,0.12,0.11,0.77,0.445,0.194,0.398,0.115,0.026,0.22,0.503,0.497
Seq_1262,0.157,0.157,0.686,0.164,0.497,0.434,0.044,0.107,0.157,0.157,0.686,0.484,0.226,0.333,0.075,0.025,0.189,0.465,0.535
Seq_1263,0.157,0.157,0.686,0.17,0.491,0.428,0.044,0.107,0.157,0.157,0.686,0.478,0.226,0.34,0.082,0.025,0.195,0.472,0.528
Seq_1264,0.146,0.121,0.733,0.181,0.517,0.422,0.073,0.108,0.121,0.146,0.733,0.498,0.254,0.327,0.089,0.051,0.222,0.489,0.511
Seq_1265,0.142,0.12,0.737,0.215,0.487,0.424,0.066,0.082,0.12,0.142,0.737,0.503,0.244,0.326,0.123,0.025,0.241,0.503,0.497
Seq_1266,0.104,0.127,0.769,0.18,0.575,0.518,0.054,0.058,0.127,0.104,0.769,0.55,0.174,0.373,0.121,0.027,0.311,0.59,0.41
Seq_1267,0.119,0.133,0.748,0.163,0.496,0.393,0.052,0.089,0.133,0.119,0.748,0.519,0.259,0.319,0.089,0.067,0.244,0.556,0.444
Seq_1268,0.111,0.119,0.77,0.156,0.519,0.43,0.044,0.096,0.119,0.111,0.77,0.504,0.252,0.296,0.074,0.052,0.274,0.563,0.437
Seq_1269,0.111,0.119,0.77,0.148,0.526,0.43,0.052,0.096,0.119,0.111,0.77,0.519,0.259,0.289,0.067,0.059,0.267,0.585,0.415
Seq_1270,0.114,0.096,0.79,0.245,0.495,0.399,0.063,0.108,0.096,0.114,0.79,0.533,0.227,0.347,0.15,0.043,0.228,0.553,0.447
Seq_1271,0.113,0.098,0.789,0.241,0.497,0.4,0.06,0.109,0.098,0.113,0.789,0.534,0.225,0.344,0.148,0.043,0.23,0.552,0.448
Seq_1272,0.109,0.1,0.791,0.225,0.51,0.414,0.03,0.115,0.1,0.109,0.791,0.535,0.194,0.316,0.122,0.057,0.238,0.539,0.461
Seq_1273,0.151,0.111,0.738,0.228,0.478,0.39,0.063,0.095,0.111,0.151,0.738,0.493,0.246,0.343,0.119,0.049,0.212,0.473,0.527
Seq_1274,0.155,0.137,0.708,0.212,0.457,0.364,0.034,0.119,0.137,0.155,0.708,0.473,0.227,0.341,0.101,0.039,0.191,0.463,0.537
Seq_1275,0.09,0.09,0.821,0.131,0.69,0.593,0.034,0.069,0.09,0.09,0.821,0.655,0.124,0.31,0.11,0.034,0.317,0.552,0.448
Seq_1276,0.133,0.139,0.729,0.163,0.548,0.5,0.072,0.06,0.139,0.133,0.729,0.488,0.223,0.38,0.127,0.012,0.283,0.608,0.392
Seq_1277,0.087,0.049,0.864,0.187,0.648,0.472,0.053,0.166,0.049,0.087,0.864,0.615,0.168,0.292,0.12,0.057,0.249,0.488,0.512
Seq_1278,0.16,0.142,0.697,0.202,0.466,0.421,0.053,0.077,0.142,0.16,0.697,0.463,0.243,0.35,0.086,0.015,0.178,0.427,0.573
Seq_1279,0.086,0.054,0.86,0.181,0.651,0.478,0.056,0.167,0.054,0.086,0.86,0.613,0.17,0.28,0.104,0.061,0.242,0.486,0.514
Seq_1280,0.16,0.146,0.694,0.188,0.466,0.388,0.034,0.09,0.146,0.16,0.694,0.458,0.233,0.365,0.107,0.037,0.208,0.461,0.539
Seq_1281,0.143,0.095,0.763,0.282,0.446,0.363,0.098,0.087,0.095,0.143,0.763,0.459,0.276,0.382,0.166,0.052,0.247,0.529,0.471
Seq_1282,0.119,0.094,0.787,0.187,0.541,0.429,0.052,0.113,0.094,0.119,0.787,0.494,0.23,0.356,0.106,0.047,0.26,0.565,0.435
Seq_1283,0.148,0.109,0.742,0.21,0.507,0.406,0.048,0.1,0.109,0.148,0.742,0.485,0.223,0.341,0.096,0.048,0.205,0.415,0.585
Seq_1284,0.147,0.104,0.748,0.252,0.453,0.36,0.043,0.101,0.104,0.147,0.748,0.489,0.234,0.345,0.14,0.068,0.27,0.511,0.489
Seq_1285,0.156,0.139,0.705,0.207,0.46,0.39,0.054,0.08,0.139,0.156,0.705,0.472,0.247,0.349,0.112,0.042,0.199,0.471,0.529
Seq_1286,0.165,0.212,0.624,0.106,0.494,0.376,0.024,0.082,0.212,0.165,0.624,0.447,0.212,0.412,0.082,0.035,0.235,0.482,0.518
Seq_1287,0.194,0.117,0.689,0.213,0.442,0.37,0.043,0.062,0.117,0.194,0.689,0.428,0.272,0.366,0.145,0.038,0.268,0.487,0.513
Seq_1288,0.194,0.117,0.689,0.215,0.442,0.37,0.043,0.062,0.117,0.194,0.689,0.428,0.27,0.368,0.147,0.038,0.27,0.487,0.513
Seq_1289,0.155,0.152,0.693,0.221,0.426,0.34,0.04,0.092,0.152,0.155,0.693,0.452,0.241,0.366,0.119,0.059,0.224,0.508,0.492
Seq_1290,0.116,0.179,0.704,0.194,0.475,0.427,0.086,0.056,0.179,0.116,0.704,0.465,0.237,0.396,0.11,0.039,0.26,0.541,0.459
Seq_1291,0.145,0.12,0.735,0.273,0.392,0.335,0.051,0.06,0.12,0.145,0.735,0.449,0.266,0.381,0.162,0.049,0.222,0.508,0.492
Seq_1292,0.136,0.13,0.734,0.232,0.468,0.384,0.044,0.089,0.13,0.136,0.734,0.5,0.214,0.338,0.111,0.064,0.208,0.433,0.567
Seq_1293,0.11,0.132,0.757,0.211,0.505,0.407,0.044,0.11,0.132,0.11,0.757,0.486,0.196,0.36,0.095,0.038,0.237,0.492,0.508
Seq_1294,0.172,0.129,0.699,0.258,0.411,0.325,0.043,0.08,0.129,0.172,0.699,0.368,0.245,0.448,0.178,0.037,0.307,0.479,0.521
Seq_1295,0.167,0.119,0.714,0.143,0.556,0.484,0.056,0.056,0.119,0.167,0.714,0.484,0.238,0.333,0.063,0.048,0.262,0.484,0.516
Seq_1296,0.175,0.127,0.698,0.135,0.548,0.476,0.056,0.056,0.127,0.175,0.698,0.476,0.246,0.333,0.063,0.048,0.246,0.484,0.516
Seq_1297,0.109,0.104,0.788,0.159,0.582,0.494,0.053,0.065,0.104,0.109,0.788,0.536,0.208,0.316,0.081,0.076,0.3,0.568,0.432
Seq_1298,0.158,0.168,0.674,0.221,0.411,0.326,0.042,0.063,0.168,0.158,0.674,0.411,0.242,0.432,0.095,0.053,0.158,0.453,0.547
Seq_1299,0.149,0.167,0.683,0.149,0.511,0.403,0.054,0.127,0.167,0.149,0.683,0.484,0.226,0.33,0.081,0.032,0.195,0.394,0.606
Seq_1300,0.156,0.095,0.748,0.122,0.585,0.517,0.034,0.061,0.095,0.156,0.748,0.544,0.231,0.293,0.082,0.027,0.279,0.503,0.497
Seq_1301,0.156,0.095,0.748,0.122,0.585,0.51,0.034,0.061,0.095,0.156,0.748,0.544,0.231,0.293,0.082,0.034,0.279,0.497,0.503
Seq_1302,0.147,0.15,0.703,0.22,0.423,0.339,0.038,0.105,0.15,0.147,0.703,0.448,0.245,0.367,0.108,0.024,0.182,0.476,0.524
Seq_1303,0.097,0.123,0.78,0.184,0.563,0.498,0.036,0.058,0.123,0.097,0.78,0.574,0.166,0.361,0.141,0.04,0.3,0.603,0.397
Seq_1304,0.17,0.141,0.69,0.196,0.451,0.355,0.032,0.095,0.141,0.17,0.69,0.462,0.244,0.345,0.098,0.04,0.156,0.419,0.581
Seq_1305,0.13,0.175,0.695,0.136,0.497,0.424,0.045,0.079,0.175,0.13,0.695,0.48,0.237,0.356,0.068,0.017,0.175,0.508,0.492
Seq_1306,0.146,0.136,0.718,0.192,0.486,0.399,0.053,0.102,0.136,0.146,0.718,0.489,0.238,0.319,0.074,0.062,0.201,0.44,0.56
Seq_1307,0.1,0.273,0.627,0.147,0.447,0.34,0.007,0.067,0.273,0.1,0.627,0.44,0.14,0.46,0.087,0.06,0.167,0.447,0.553
Seq_1308,0.127,0.197,0.675,0.146,0.478,0.331,0.032,0.089,0.197,0.127,0.675,0.465,0.21,0.401,0.108,0.07,0.185,0.465,0.535
Seq_1309,0.127,0.167,0.706,0.205,0.449,0.369,0.056,0.085,0.167,0.127,0.706,0.452,0.235,0.4,0.144,0.026,0.224,0.529,0.471
Seq_1310,0.148,0.133,0.719,0.172,0.512,0.435,0.033,0.08,0.133,0.148,0.719,0.5,0.216,0.352,0.13,0.03,0.24,0.562,0.438
Seq_1311,0.127,0.117,0.756,0.186,0.536,0.45,0.045,0.065,0.117,0.127,0.756,0.519,0.206,0.337,0.093,0.065,0.251,0.522,0.478
Seq_1312,0.146,0.136,0.718,0.192,0.486,0.399,0.053,0.102,0.136,0.146,0.718,0.489,0.238,0.319,0.074,0.062,0.201,0.44,0.56
Seq_1313,0.155,0.105,0.74,0.211,0.495,0.397,0.038,0.103,0.105,0.155,0.74,0.497,0.227,0.344,0.135,0.036,0.234,0.497,0.503
Seq_1314,0.173,0.145,0.682,0.192,0.466,0.369,0.045,0.094,0.145,0.173,0.682,0.463,0.242,0.341,0.091,0.057,0.192,0.406,0.594
Seq_1315,0.118,0.152,0.731,0.152,0.533,0.467,0.037,0.065,0.152,0.118,0.731,0.508,0.201,0.35,0.09,0.028,0.257,0.526,0.474
Seq_1316,0.128,0.114,0.758,0.16,0.553,0.472,0.047,0.084,0.114,0.128,0.758,0.514,0.22,0.343,0.099,0.03,0.262,0.526,0.474
Seq_1317,0.128,0.114,0.758,0.158,0.553,0.479,0.047,0.086,0.114,0.128,0.758,0.514,0.222,0.336,0.094,0.027,0.254,0.521,0.479
Seq_1318,0.113,0.126,0.761,0.139,0.608,0.553,0.055,0.055,0.126,0.113,0.761,0.553,0.182,0.344,0.084,0.017,0.297,0.546,0.454
Seq_1319,0.131,0.118,0.751,0.211,0.473,0.388,0.055,0.097,0.118,0.131,0.751,0.456,0.253,0.321,0.105,0.059,0.236,0.498,0.502
Seq_1320,0.117,0.136,0.747,0.238,0.438,0.367,0.057,0.064,0.136,0.117,0.747,0.445,0.246,0.395,0.138,0.053,0.246,0.565,0.435
Seq_1321,0.13,0.12,0.75,0.264,0.438,0.351,0.019,0.12,0.12,0.13,0.75,0.452,0.197,0.365,0.115,0.053,0.26,0.452,0.548
Seq_1322,0.146,0.2,0.654,0.185,0.437,0.364,0.046,0.068,0.2,0.146,0.654,0.46,0.223,0.39,0.116,0.048,0.223,0.494,0.506
Seq_1323,0.115,0.119,0.765,0.199,0.531,0.46,0.058,0.088,0.119,0.115,0.765,0.5,0.208,0.363,0.093,0.027,0.248,0.504,0.496
Seq_1324,0.115,0.13,0.755,0.26,0.462,0.375,0.053,0.13,0.13,0.115,0.755,0.462,0.202,0.399,0.144,0.038,0.25,0.534,0.466
Seq_1325,0.104,0.094,0.802,0.211,0.552,0.489,0.053,0.094,0.094,0.104,0.802,0.545,0.196,0.336,0.089,0.031,0.254,0.509,0.491
Seq_1326,0.112,0.13,0.758,0.195,0.531,0.455,0.036,0.061,0.13,0.112,0.758,0.527,0.181,0.368,0.123,0.058,0.256,0.527,0.473
Seq_1327,0.112,0.126,0.762,0.199,0.527,0.44,0.036,0.065,0.126,0.112,0.762,0.531,0.184,0.357,0.119,0.069,0.253,0.542,0.458
Seq_1328,0.133,0.121,0.746,0.195,0.512,0.447,0.047,0.077,0.121,0.133,0.746,0.503,0.219,0.331,0.109,0.053,0.249,0.547,0.453
Seq_1329,0.107,0.255,0.638,0.148,0.443,0.322,0.013,0.067,0.255,0.107,0.638,0.443,0.168,0.456,0.094,0.067,0.174,0.477,0.523
Seq_1330,0.107,0.255,0.638,0.148,0.443,0.322,0.013,0.067,0.255,0.107,0.638,0.443,0.168,0.456,0.094,0.067,0.174,0.47,0.53
Seq_1331,0.127,0.127,0.745,0.164,0.547,0.487,0.034,0.057,0.127,0.127,0.745,0.527,0.196,0.339,0.093,0.042,0.279,0.556,0.444
Seq_1332,0.159,0.133,0.708,0.15,0.513,0.451,0.044,0.08,0.133,0.159,0.708,0.504,0.248,0.292,0.062,0.035,0.195,0.425,0.575
Seq_1333,0.086,0.137,0.777,0.258,0.472,0.455,0.017,0.047,0.137,0.086,0.777,0.498,0.15,0.421,0.159,0.004,0.245,0.579,0.421
Seq_1334,0.089,0.113,0.798,0.291,0.44,0.387,0.028,0.06,0.113,0.089,0.798,0.511,0.184,0.429,0.22,0.011,0.238,0.589,0.411
Seq_1335,0.11,0.118,0.772,0.252,0.469,0.406,0.043,0.067,0.118,0.11,0.772,0.583,0.205,0.335,0.165,0.055,0.185,0.484,0.516
Seq_1336,0.116,0.124,0.76,0.202,0.488,0.411,0.062,0.085,0.124,0.116,0.76,0.45,0.248,0.403,0.147,0.008,0.279,0.597,0.403
Seq_1337,0.154,0.116,0.731,0.19,0.478,0.387,0.07,0.112,0.116,0.154,0.731,0.467,0.287,0.323,0.093,0.027,0.199,0.516,0.484
Seq_1338,0.117,0.134,0.748,0.224,0.49,0.424,0.066,0.055,0.134,0.117,0.748,0.483,0.217,0.393,0.124,0.041,0.234,0.472,0.528
Seq_1339,0.078,0.299,0.623,0.13,0.468,0.403,0.0,0.039,0.299,0.078,0.623,0.468,0.104,0.455,0.078,0.039,0.169,0.506,0.494
Seq_1340,0.131,0.17,0.699,0.201,0.48,0.406,0.039,0.083,0.17,0.131,0.699,0.476,0.188,0.384,0.118,0.048,0.214,0.445,0.555
Seq_1341,0.118,0.141,0.741,0.218,0.497,0.419,0.047,0.109,0.141,0.118,0.741,0.476,0.191,0.388,0.121,0.019,0.242,0.474,0.526
Seq_1342,0.114,0.145,0.74,0.174,0.548,0.492,0.062,0.065,0.145,0.114,0.74,0.519,0.194,0.376,0.11,0.021,0.275,0.555,0.445
Seq_1343,0.141,0.105,0.754,0.254,0.403,0.347,0.036,0.133,0.105,0.141,0.754,0.367,0.274,0.323,0.121,0.02,0.238,0.512,0.488
Seq_1344,0.145,0.101,0.754,0.254,0.403,0.347,0.036,0.133,0.101,0.145,0.754,0.367,0.278,0.319,0.121,0.02,0.238,0.512,0.488
Seq_1345,0.124,0.133,0.743,0.274,0.416,0.301,0.009,0.071,0.133,0.124,0.743,0.478,0.186,0.363,0.106,0.15,0.327,0.575,0.425
Seq_1346,0.194,0.218,0.588,0.152,0.4,0.339,0.018,0.073,0.218,0.194,0.588,0.364,0.248,0.412,0.073,0.024,0.2,0.43,0.57
Seq_1347,0.127,0.137,0.736,0.186,0.522,0.438,0.022,0.068,0.137,0.127,0.736,0.503,0.177,0.391,0.115,0.043,0.248,0.497,0.503
Seq_1348,0.125,0.109,0.766,0.206,0.524,0.444,0.06,0.081,0.109,0.125,0.766,0.532,0.222,0.343,0.109,0.04,0.194,0.5,0.5
Seq_1349,0.133,0.117,0.75,0.21,0.516,0.44,0.056,0.077,0.117,0.133,0.75,0.532,0.214,0.355,0.125,0.04,0.202,0.488,0.512
Seq_1350,0.101,0.114,0.785,0.291,0.43,0.342,0.089,0.139,0.114,0.101,0.785,0.481,0.253,0.329,0.114,0.089,0.19,0.506,0.494
Seq_1351,0.107,0.119,0.774,0.174,0.553,0.486,0.039,0.057,0.119,0.107,0.774,0.532,0.194,0.347,0.103,0.046,0.274,0.55,0.45
Seq_1352,0.086,0.059,0.855,0.185,0.651,0.497,0.059,0.179,0.059,0.086,0.855,0.599,0.164,0.299,0.099,0.037,0.293,0.503,0.497
Seq_1353,0.156,0.124,0.72,0.252,0.416,0.344,0.044,0.092,0.124,0.156,0.72,0.452,0.252,0.344,0.132,0.048,0.192,0.424,0.576
Seq_1354,0.111,0.116,0.773,0.217,0.515,0.463,0.111,0.048,0.116,0.111,0.773,0.521,0.263,0.361,0.148,0.025,0.242,0.545,0.455
